article_url,tags,title,publish_date,read_time,clap_count,comment_count
https://netflixtechblog.com/announcing-ribbon-tying-the-netflix-mid-tier-services-together-a89346910a62,"cloud-architecture,distributed,load-balancing,remote-procedure-calls,rest",Announcing Ribbon: Tying the Netflix Mid-Tier Services Together,"Jan 28, 2013",5 min read,52,
https://netflixtechblog.com/application-data-caching-using-ssds-5bf25df851ef,"caching,cloud-architecture,evcache,netflixoss,performance",Application data caching using SSDs,"May 25, 2016",13 min read,205,
https://netflixtechblog.com/four-reasons-we-choose-amazons-cloud-as-our-computing-platform-4aceb692afec,"aws,cloud-architecture,cloud-computing,netflix,scaling",Four Reasons We Choose Amazon’s Cloud as Our Computing Platform,"Dec 14, 2010",3 min read,242,
https://netflixtechblog.com/announcing-servo-ab229fde8c9f,"autoscaling,aws,cloud-computing,metrics,servo",Announcing Servo,"Feb 10, 2012",4 min read,9,
https://netflixtechblog.com/scalable-logging-and-tracking-882bde0ddca2,"aws,cloud-architecture,distributed,fault-tolerance,performance",Scalable Logging and Tracking,"Jun 28, 2012",7 min read,173,
https://netflixtechblog.com/netflixoss-meetup-series-1-episode-2-announcing-the-cloud-prize-a4771036c348,"animator,cloud-prize,denominator,evcache,karyon",NetflixOSS Meetup Series 1 Episode 2 — Announcing the Cloud Prize,"Mar 29, 2013",4 min read,0,
https://netflixtechblog.com/java-21-virtual-threads-dude-wheres-my-lock-3052540e231d,"concurrency,distributed-systems,java,performance,troubleshooting","Java 21 Virtual Threads - Dude, Where’s My Lock?","Jul 29, 2024",10 min read,2740,
https://netflixtechblog.com/beyond-rest-1b76f7c20ef6,"graphql,graphql-vs-rest,microservices,rapid-prototyping,rest",Beyond REST,"Feb 22, 2021",8 min read,2554,
https://netflixtechblog.com/streaming-sql-in-data-mesh-0d83f5a00d08,"big-data,data-mesh,event-streaming,flink,stream-processing",Streaming SQL in Data Mesh,"Nov 3, 2023",7 min read,1194,
https://netflixtechblog.com/a-b-testing-and-beyond-improving-the-netflix-streaming-experience-with-experimentation-and-data-5b0ae9295bdf,"big-data,data-science,experimentation,netflix,statistics",A/B Testing and Beyond: Improving the Netflix Streaming Experience with Experimentation and Data Science,"Jun 13, 2017",13 min read,862,
https://netflixtechblog.com/using-machine-learning-to-improve-streaming-quality-at-netflix-9651263ef09f,"analytics,big-data,data-science,machine-learning,predictive-modeling",Using Machine Learning to Improve Streaming Quality at Netflix,"Mar 22, 2018",7 min read,6374,
https://netflixtechblog.com/growth-engineering-at-netflix-accelerating-innovation-90eb8e70ce59,"big-data,microservices,software-development,ui,ux",Growth Engineering at Netflix — Accelerating Innovation,"Jun 18, 2018",6 min read,7237,
https://netflixtechblog.com/netflix-at-spark-ai-summit-2018-5304749ed7fa,"apache-spark,big-data,machine-learning,netflix,recommendations",Netflix at Spark+AI Summit 2018,"Jun 21, 2018",5 min read,673,
https://netflixtechblog.com/notebook-innovation-591ee3221233,"analytics,big-data,data-science,jupyter,nteract",Beyond Interactive: Notebook Innovation at Netflix,"Aug 16, 2018",13 min read,15699,
https://netflixtechblog.com/delta-a-data-synchronization-and-enrichment-platform-e82c36a79aee,"big-data,change-data-capture,data-synchronization,event-driven-systems,stream-processing",Delta: A Data Synchronization and Enrichment Platform,"Oct 15, 2019",9 min read,1760,
https://netflixtechblog.com/hyper-scale-vpc-flow-logs-enrichment-to-provide-network-insight-e5f1db02910d,"big-data,cloud-infrastructure,cloud-networking,data-engineering,netflix",How Netflix is able to enrich VPC Flow Logs at Hyper Scale to provide Network Insight,"May 26, 2020",5 min read,344,
https://netflixtechblog.com/how-netflix-uses-ebpf-flow-logs-at-scale-for-network-insight-e3ea997dca96,"big-data,cloud-networking,druid,ebpf,network-analytics",How Netflix uses eBPF flow logs at scale for network insight,"Jun 7, 2021",4 min read,878,
https://netflixtechblog.com/auto-diagnosis-and-remediation-in-netflix-data-platform-5bcc52d853d1,"auto-remediation,automation,big-data,data-platforms,stream-processing",Auto-Diagnosis and Remediation in Netflix Data Platform,"Jan 14, 2022",6 min read,566,
https://netflixtechblog.com/scaling-a-b-testing-on-netflix-com-with-node-js-59e8101c00fc,"javascript,nodejs,scalability,ui,user-interface",Scaling A/B Testing on Netflix.com with Node.js,"Aug 18, 2014",2 min read,15,
https://netflixtechblog.com/netflixgraph-metadata-library-an-optimization-case-study-6cc7d5eb2946,"data-structures,directed-graph,hashmap,netflix,programming",NetflixGraph Metadata Library: An Optimization Case Study,"Jan 18, 2013",8 min read,104,
https://netflixtechblog.com/making-netflix-com-faster-f95d15f2e972,"javascript,nodejs,payload,react,server-side-rendering",Making Netflix.com Faster,"Aug 5, 2015",4 min read,182,
https://netflixtechblog.com/performance-without-compromise-40d6003c6037,"javascript,performance,react,rxjs,xr",Performance without Compromise,"Mar 23, 2016",1 min read,61,
https://netflixtechblog.com/crafting-a-high-performance-tv-user-interface-using-react-3350e5a6ad3b,"fps,javascript,optimization,performance,react",Crafting a high-performance TV user interface using React,"Jan 12, 2017",9 min read,1273,
https://netflixtechblog.com/modernizing-the-web-playback-ui-1ad2f184a5a0,"ab-testing,javascript,netflix,react,redux",Modernizing the Web Playback UI,"Dec 12, 2018",11 min read,2700,
https://netflixtechblog.com/extending-vector-with-ebpf-to-inspect-host-and-container-performance-5da3af4c584b,"bpf,containers,javascript,linux,performance",Extending Vector with eBPF to inspect host and container performance,"Feb 20, 2019",6 min read,226,
https://netflixtechblog.com/how-we-build-micro-frontends-with-lattice-22b8635f77ea,"javascript,micro-frontends,react,typescript,webpack",How We Build Micro Frontends With Lattice,"Sep 27, 2021",7 min read,2421,
https://netflixtechblog.com/python-at-netflix-bba45dae649e,"data-science,netflix,netflixoss,programming,python",Python at Netflix,"Apr 29, 2019",8 min read,8336,
https://netflixtechblog.com/re-architecting-the-video-gatekeeper-f7b0ac2f6b00,"caching,open-source,programming,software-architecture,software-engineering",Re-Architecting the Video Gatekeeper,"Jul 12, 2019",10 min read,546,
https://netflixtechblog.com/introducing-safetest-a-novel-approach-to-front-end-testing-37f9f88c152d,"javascript,netflix,programming,react,testing",Introducing SafeTest: A Novel Approach to Front End Testing,"Feb 13, 2024",7 min read,2222,
https://netflixtechblog.com/how-netflix-content-engineering-makes-a-federated-graph-searchable-part-2-49348511c06c,"antlr,elasticsearch,gateway,graphql,search",How Netflix Content Engineering makes a federated graph searchable (Part 2),"Jun 15, 2022",8 min read,191,
https://netflixtechblog.com/evolution-of-the-netflix-data-pipeline-da246ca36905,"chukwa,complex-event-processing,data-pipeline,elasticsearch,kafka",Evolution of the Netflix Data Pipeline,"Feb 15, 2016",4 min read,611,
https://netflixtechblog.com/governator-lifecycle-and-dependency-injection-ccb8011c7d5b,"aws,fault-tolerance,rca,reliability,resilience",Governator — Lifecycle and Dependency Injection,"Oct 29, 2012",2 min read,20,
https://netflixtechblog.com/netflix-studio-hack-day-may-2019-b4a0ecc629eb,"computer-vision,hackathons,meetings,netflix,voltron",Netflix Studio Hack Day— May 2019,"Jun 20, 2019",3 min read,593,
https://netflixtechblog.com/causal-machine-learning-for-creative-insights-4b0ce22a8a96,"causal-inference,causality,computer-vision,creative-production,machine-learning",Causal Machine Learning for Creative Insights,"Jan 11, 2023",13 min read,916,
https://netflixtechblog.com/john-carmack-on-developing-the-netflix-app-for-oculus-2c8170aaef00,"gearvr,oculus,oculus-connect,samsung-gear-vr,virtual-reality",John Carmack on Developing the Netflix App for Oculus,"Sep 24, 2015",11 min read,179,
https://netflixtechblog.com/protecting-netflix-viewing-privacy-at-scale-39c675d88f45,"aes-gcm,aes-ni,encryption,freebsd,https",Protecting Netflix Viewing Privacy at Scale,"Aug 8, 2016",4 min read,45,
https://netflixtechblog.com/sequential-testing-keeps-the-world-streaming-netflix-part-2-counting-processes-da6805341642,"ab-testing,devops,machine-learning,software-development,statistics",Sequential A/B Testing Keeps the World Streaming Netflix Part 2: Counting Processes,"Mar 18, 2024",7 min read,482,
https://netflixtechblog.com/keeping-customers-streaming-the-centralized-site-reliability-practice-at-netflix-205cc37aa9fb,"incident-management,incident-response,reliability,site-reliability,sre",Keeping Customers Streaming — The Centralized Site Reliability Practice at Netflix,"May 27, 2020",4 min read,763,
https://netflixtechblog.com/introducing-winston-event-driven-diagnostic-and-remediation-platform-46ce39aa81cc,"automation,dare,devops,operational-excellence,winston",Introducing Winston — Event driven Diagnostic and Remediation Platform,"Aug 5, 2016",9 min read,225,
https://netflixtechblog.com/improving-netflixs-operational-visibility-with-real-time-insight-tools-ab5e7af062e5,"data-visualization,insights,operational-insight,operational-visibility,real-time-insights",Improving Netflix’s Operational Visibility with Real-Time Insight Tools,"Jan 16, 2014",7 min read,51,
https://netflixtechblog.com/detecting-performance-anomalies-in-external-firmware-deployments-ed41b1bfcf46,"analytics,anomaly-detection,data-science,machine-learning,statistics",Detecting Performance Anomalies in External Firmware Deployments,"Jan 31, 2019",6 min read,336,
https://netflixtechblog.com/analytics-at-netflix-who-we-are-and-what-we-do-7d9c08fe6965,"analytics,data-engineering,data-science,data-visualization,netflix",Analytics at Netflix: Who We Are and What We Do,"Sep 18, 2020",5 min read,1211,
https://netflixtechblog.com/a-day-in-the-life-of-a-content-analytics-engineer-eb0250b993be,"analytics,data-engineering,data-science,data-visualization,netflix",A Day in the Life of a Content Analytics Engineer,"Oct 30, 2020",6 min read,743,
https://netflixtechblog.com/mythbusting-the-analytics-journey-58d692ea707e,"analytics,data-engineering,data-science,data-visualization,netflix",Mythbusting the Analytics Journey,"Dec 18, 2020",6 min read,378,
https://netflixtechblog.com/my-seemingly-random-walk-to-netflix-293d952953fa,"academia,analytics,career-paths,data-science,netfli",My (Seemingly) Random Walk to Netflix,"May 28, 2021",8 min read,823,
https://netflixtechblog.com/avif-for-next-generation-image-coding-b1d75675fe4,"av1,encoding,image,image-processing,netflix",AVIF for Next-Generation Image Coding,"Feb 13, 2020",17 min read,1582,
https://netflixtechblog.com/optimized-shot-based-encodes-for-4k-now-streaming-47b516b10bbb,"encoding,netflix,video-compression,video-encoding,video-quality",Optimized shot-based encodes for 4K: Now streaming!,"Aug 28, 2020",9 min read,553,
https://netflixtechblog.com/all-of-netflixs-hdr-video-streaming-is-now-dynamically-optimized-e9e0cb15f2ba,"encoding,high-dynamic-range,netflix,video-compression,video-quality",All of Netflix’s HDR video streaming is now dynamically optimized,"Nov 29, 2023",7 min read,429,
https://netflixtechblog.com/scaling-media-machine-learning-at-netflix-f19b400243,"distributed-systems,machine-learning,medium,mlops,netflix",Scaling Media Machine Learning at Netflix,"Feb 13, 2023",11 min read,562,
https://netflixtechblog.com/safe-updates-of-client-applications-at-netflix-1d01c71a930c,"ab-testing,continuous-delivery,experimentation,metrics,mobile-apps",Safe Updates of Client Applications at Netflix,"Oct 7, 2021",9 min read,265,
https://netflixtechblog.com/data-pipeline-asset-management-with-dataflow-86525b3e21ca,"automation,ci-cd-pipeline,data-engineering,data-management,deployment",Data pipeline asset management with Dataflow,"Oct 15, 2021",12 min read,535,
https://netflixtechblog.com/data-movement-in-netflix-studio-via-data-mesh-3fddcceb1059,"data-mesh,data-movement,data-pipeline,data-streaming,stream-processing",Data Movement in Netflix Studio via Data Mesh,"Jul 26, 2021",12 min read,1019,
https://netflixtechblog.com/ready-to-go-sample-data-pipelines-with-dataflow-17440a9e141d,"data-engineering,data-pipeline,dataflow,etl,standardization",Ready-to-go sample data pipelines with Dataflow,"Dec 4, 2022",13 min read,657,
https://netflixtechblog.com/bulldozer-batch-data-moving-from-data-warehouse-to-online-key-value-stores-41bac13863f8,"batch-processing,data-movement,data-warehouse,etl,key-value-store",Bulldozer: Batch Data Moving from Data Warehouse to Online Key-Value Stores,"Oct 27, 2020",8 min read,816,
https://netflixtechblog.com/discovering-creative-insights-in-promotional-artwork-295e4d788db5,"clustering-algorithm,computer-vision,data-science,machine-learning,unsupervised-learning",Discovering Creative Insights in Promotional Artwork,"Jan 30, 2023",9 min read,352,
https://netflixtechblog.com/ava-the-art-and-science-of-image-discovery-at-netflix-a442f163af6,"artwork,computer-vision,image-processing,image-recognition,machine-learning",AVA: The Art and Science of Image Discovery at Netflix,"Feb 7, 2018",7 min read,8580,
https://netflixtechblog.com/keeping-netflix-reliable-using-prioritized-load-shedding-6cc827b02f94,"chaos-engineering,load-shedding,netflix,reliability,resilience",Keeping Netflix Reliable Using Prioritized Load Shedding,"Nov 2, 2020",8 min read,2299,
https://netflixtechblog.com/fenzo-oss-scheduler-for-apache-mesos-frameworks-5c340e77e543,"bin-packing,cluster-autoscaling,fenzo,mesos,scheduling",Fenzo: OSS Scheduler for Apache Mesos Frameworks,"Aug 20, 2015",6 min read,73,
